"gene_id" "Cu_deficient" "Cu_deficient_crr1" "Cu_deficient_crr12" "Cu_sufficient" "Fe_deficient_Min" "Fe_limited_Min" "Fe_repleted_Min" "H2O2_t0" "H2O2_t05" "H2O2_t1" "N_deprived" "N_repleted" "S_deprived" "S_deprived_ars11" "S_repleted" "S_repleted_ars11" "singlet_4A" "singlet_sor1" "TAP_recipe1" "TAP_recipe2"
"Cre03.g177250" 0.0887201 0.0971681 0.0425454 0.231045 0.018788 0.0211339 0.071658 0.117699 0.122399 0.107189 0.390175 0.68795 1939.96 0.149463 15.8163 0.00975486 2.94682 7.45745 0.514437 0.172576
"Cre03.g177300" 2.78103 5.31515 2.38093 2.92307 0.000202105 0.0268501 0.000144948 0.25928 0.15956 0.16214 0.0175929 0.223385 866.273 1.03538 5.67976 11.5311 33.0987 13.6908 12.1306 10.003
"Cre03.g177350" 26.0254 41.4458 41.147 26.1111 28.8223 32.2631 32.0496 26.0813 28.9909 26.5647 83.2077 67.1719 41.4235 37.6117 45.8226 70.1308 135.636 52.4328 35.4104 36.6929
"Cre03.g177400" 0.271531 0.40549 0.750647 0.356001 1.22944 1.57709 1.09738 0.466293 0.8421 1.72658 1.72008 1.04751 1.62324 0.873628 0.445801 0.469471 0.566 0.961181 0.972574 0.740489
"Cre03.g177450" 3.01798 6.08295 2.11773 1.84993 6.70621 10.7921 7.07299 1.04388 3.46928 4.37541 45.2895 8.28769 26.9627 14.5127 3.77743 3.90055 3.73442 10.5852 0.948105 1.2049
"Cre03.g177500" 12.6973 38.8915 14.3005 12.9488 27.3604 41.3939 22.4334 13.2385 15.0965 22.3309 71.6271 36.24 50.4679 34.5817 29.3541 32.4943 100.515 50.1551 22.7629 27.3733
"Cre03.g177550" 6.84894 5.59142 5.57411 6.02639 10.759 12.3493 13.4135 6.42216 5.75651 4.41718 4.59808 4.46023 10.113 4.57216 7.07257 8.72332 3.85587 3.28876 3.29243 3.92533
"Cre03.g177600" 3.52526 9.61936 5.05821 3.37258 7.95524 8.99111 7.42631 5.18928 7.34414 7.56036 1.77014 12.4313 2.67508 6.50891 4.7594 5.11889 0.844914 0.688999 1.93002 2.6441
"Cre03.g177650" 3.89783 1.08296 2.49254 1.22783 1.38293 1.46431 1.40645 0.894478 0.211759 0.33636 1.45826 1.0611 2.30604 1.73624 1.67614 2.43252 0.272864 0.746121 0.73556 0.63417
"Cre03.g177700" 2.12523 0.990623 1.96066 1.88087 2.99042 1.33626 2.31648 2.47212 2.27544 1.54287 21.2375 3.26959 4.09106 3.60973 3.77755 3.65085 0 0.083176 1.56587 2.18667
"Cre03.g177711" 4.04423 4.08788 5.27552 4.18735 7.30705 5.55231 5.57027 5.86564 5.21095 4.48789 32.4421 5.43239 7.08997 4.42823 5.93914 4.16696 7.83536 7.53478 5.76286 4.61444
"Cre03.g177750" 4.05057 3.81031 4.8807 3.08777 2.24711 2.11194 2.60003 2.1193 2.94173 2.88833 5.57414 3.22845 3.99404 0.94058 4.12404 5.25204 6.78365 1.36039 2.96003 1.92376
"Cre03.g177950" 0.781892 0.40658 1.15784 0.853449 0.785401 0.560521 0.723219 0.893721 1.5987 1.25684 1.25257 1.19779 0.763545 0.57709 1.0576 1.10421 0.391139 0.876886 0.976265 1.15696
"Cre03.g178014" 9.3975 7.39893 6.74399 10.5064 6.58378 5.80713 7.63644 9.84892 10.2835 8.13305 9.00154 7.05771 4.18361 7.24011 5.04033 5.22854 5.71498 4.97293 5.10148 8.3093
"g3685" 0.0474322 0.11019 0.173497 0.154414 0.0450998 0.0507309 0 0.113153 0.0810733 0.028885 0.444539 0.676834 0.337945 0.679728 0.393098 0.598966 0 0 0 0.264991
"g3686" 0.545522 0.779626 0.823576 0.579436 1.12785 1.13074 0.902787 0.481872 0.301352 0.416581 1.51724 2.2579 1.19261 0.903925 1.60339 1.96176 0.139864 0.252789 0.451593 0.198801
"Cre03.g178150" 335.017 417.113 280.112 371.482 355.812 453.764 357.436 444.621 424.82 435.49 218.656 323.684 470.274 284.639 485.788 520.984 273.299 294.708 353.093 340.046
"Cre03.g178250" 71.5632 111.713 87.5193 82.3348 93.1615 100.159 90.3414 124.988 115.691 119.85 90.7098 101.685 74.4457 50.0624 69.8156 52.8284 261.462 240.353 140.41 134.56
"Cre03.g178300" 15.9837 17.2099 20.3586 19.4698 42.5813 69.3115 42.3425 23.5071 25.4431 26.8632 20.0399 19.9414 15.5386 28.7187 14.5538 17.7796 39.6756 16.2772 22.0027 21.6647
"Cre03.g178700" 2.25405 3.90385 3.41548 1.90661 1.31577 1.6188 1.01452 1.16758 0.486164 0.713037 1.95249 2.18926 3.36451 6.68998 3.14872 9.58944 2.0172 6.44041 2.09172 2.24996
"g3701" 6.36239 7.91026 3.89182 7.73566 7.50812 7.51635 8.66417 6.47329 8.10937 9.56734 12.2399 11.3553 8.08299 9.71723 10.0549 6.96928 14.1025 11.9604 7.49976 7.96322
"Cre03.g178900" 0.389486 0.24542 0.332113 0.314845 0.270199 0.240045 0.162994 0.160036 0.0511001 0.0462725 0.33951 0.235738 0.372662 0.526698 0.327225 0.542367 0.50068 0.616997 0.127105 0.119038
"Cre03.g178950" 0.399557 0.705122 1.44082 0.600538 0.149779 0.281202 0.191489 0.671769 0.393969 0.695058 0.0318144 1.08295 0.520148 0.0616745 1.13685 1.96564 0 0 0.423641 0.395326
"Cre03.g179050" 8.06692 4.86182 5.04954 8.04627 5.96581 5.4422 6.94065 6.22665 20.5294 35.6992 6.29466 4.8161 6.6926 14.5642 6.92036 3.85365 5.14781 11.6591 4.88084 4.63888
"Cre03.g179150" 4.13195 7.24103 6.24721 4.24576 11.2152 12.7927 10.2925 4.13788 3.80894 3.0524 11.7736 9.35661 5.11283 3.31521 3.43118 4.13069 3.30818 2.75138 3.47315 4.37434
"Cre03.g179200" 1.59415 3.80024 3.45946 1.71926 5.70953 5.69852 4.21275 3.7395 2.84702 2.68595 3.95111 2.76012 2.72937 2.08883 1.65955 1.34423 0.850728 1.77641 3.39965 2.73131
"Cre03.g179250" 2.15093 2.50936 1.58816 2.02113 3.32335 5.28769 3.10004 2.62955 4.63885 5.18491 4.80365 5.75401 2.67388 3.86987 2.97581 5.97008 4.33133 2.54293 1.47254 1.22869
"Cre03.g179450" 2.06859 8.4601 3.87551 2.13067 2.91028 3.64695 2.31292 3.93022 2.32544 1.80019 0.252455 5.5294 1.37158 0.664601 4.28044 7.71814 0.0594935 0.0827902 2.86983 1.86751
"Cre03.g179500" 54.0544 0.449312 28.1514 0.940736 1.37638 1.78987 0.974243 3.41016 12.2292 16.7527 0 0.491388 0.324422 31.2483 0.405216 17.67 0 0.511643 2.51121 2.4334
"Cre03.g179550" 3.43736 3.52418 3.45201 3.82304 5.39736 5.33926 4.73605 5.8201 3.03859 4.49904 4.41359 3.83882 2.52249 10.7516 3.43058 2.03507 3.12889 8.14917 5.89371 4.13863
"Cre03.g179600" 6.19704 4.70576 4.78624 6.09029 10.8415 16.0135 8.30105 5.32138 8.70664 7.04553 3.31724 5.79035 6.4334 3.94001 4.68335 5.38293 4.36199 4.81836 5.759 5.68735
"Cre03.g179800" 204.992 382.946 266.19 186.424 815.016 800.572 863.9 305.734 339.789 397.721 158.647 462.378 199.58 388.027 252.297 364.09 1512.93 1522.67 508.919 535.174
"g3724" 23.8024 9.20861 9.48272 27.9023 11.5321 9.25555 13.0673 25.0047 13.9518 7.83889 15.6342 12.8711 5.32821 11.7519 13.7511 10.9431 5.62698 4.31664 19.1421 20.7947
"g3726" 8.05166 6.93642 7.16582 8.20167 2.60855 2.45246 2.7302 4.95017 5.05105 4.66673 3.79533 4.25135 5.21586 6.61961 6.83792 6.86963 9.85288 9.23759 8.41264 7.734
"g3728" 54.661 70.0145 30.7058 43.3331 119.004 116.423 122.072 26.7194 32.4635 35.1339 51.8518 40.5431 33.5198 83.3044 21.0198 43.2796 5.32251 26.6679 55.886 54.6807
"Cre03.g180000" 21.3257 32.3526 30.8072 14.3697 65.3794 77.4908 67.714 12.0748 18.046 21.5548 33.1254 35.7066 22.277 54.2356 11.3693 22.9739 32.4419 38.5171 29.643 32.3684
"Cre03.g180050" 1.96682 3.76011 1.92825 2.63576 0.375645 0.350716 0.310585 1.41108 0.921238 0.815641 0.400389 1.92854 1.39138 0.416079 4.00725 8.69246 0.0985469 0.299842 3.22531 1.22878
"Cre03.g180100" 3.39846 7.06257 4.4228 2.7098 1.85194 1.47632 2.46446 0.876453 0.378503 0.37341 2.55541 1.49585 4.24117 4.76345 2.61711 2.73014 2.29993 1.60975 2.25731 1.9492
"Cre03.g180200" 5.22325 4.75668 3.23029 5.48395 4.5364 5.00204 4.63717 5.80421 4.32591 4.40351 4.21677 5.39129 4.50181 6.56856 5.25963 8.92546 9.95623 5.0673 5.50727 6.59972
"g3738" 22.2351 44.9196 22.9971 24.9305 19.3033 27.5401 19.8697 27.1874 23.8347 26.196 26.4109 49.7829 22.389 15.9427 37.3529 67.5971 77.8527 26.2218 30.6521 28.0063
"Cre03.g180550" 9.46279 13.7486 8.243 8.40249 9.72057 10.7252 10.6233 4.43498 3.42554 4.4592 25.5571 10.6778 17.6133 10.1595 10.6274 10.054 4.08152 4.40792 3.47609 3.53763
"Cre03.g180700" 16.8652 32.205 30.5915 14.1506 103.914 133.227 115.265 14.6858 11.9293 14.9504 26.5334 46.2633 34.7454 28.1798 11.7996 17.7288 5.10569 42.5343 32.043 20.7403
"Cre03.g180900" 3.67008 4.26771 2.88941 3.75226 4.59252 4.94305 4.86823 2.96625 2.91907 2.45745 4.14253 4.17374 3.43035 4.01497 3.4028 3.55489 5.68021 7.11543 2.47474 3.90872
"Cre03.g181150" 357.155 472.394 236.568 351.208 263.239 352.791 326.832 243.7 250.947 274.295 133.549 242.238 404.735 198.695 342.519 473.897 1721.51 288.863 342.839 342.245
"Cre03.g181250" 21.6041 20.2564 16.8948 22.5465 13.4249 13.0865 16.1105 18.7553 22.8562 24.2349 5.06661 16.4556 11.843 14.7298 15.5526 9.858 29.8647 25.3391 24.7311 24.2123
"Cre03.g181350" 7.86008 9.99987 9.64672 9.39803 6.88768 5.44507 6.09098 9.39936 10.4517 12.5374 6.80252 8.36122 8.98191 6.78618 9.17171 6.88471 8.21637 12.2867 9.15363 9.28263
"Cre03.g181450" 4.48564 4.90984 3.01557 5.58958 5.39086 7.64193 4.50199 6.40824 3.82914 4.35979 3.89055 8.32926 2.73449 7.72114 9.63361 14.1406 0.100337 0.849905 7.39169 6.64041
"Cre03.g181500" 19.1804 42.2941 26.668 20.3912 27.4924 27.5063 23.4928 24.7592 25.9065 31.5428 27.5973 38.7101 21.691 29.9663 34.2479 31.3544 36.7124 43.3384 41.8228 37.671
"Cre03.g181550" 2.99905 4.13634 2.68675 2.90224 2.99501 2.45435 3.28957 0.847268 1.18941 1.41294 0.683289 0.906958 7.85544 31.2559 5.36465 9.87958 41.0469 83.4802 5.88537 8.61575
"Cre03.g181650" 3.62441 7.83512 5.53915 3.61457 5.77928 6.91605 5.85902 4.04706 2.47974 4.01892 6.3454 8.81124 4.36349 2.29135 5.4712 7.55516 4.80375 5.75207 5.85222 5.03646
"g3767" 20.9284 13.3429 12.2351 23.6109 65.0097 69.3236 71.2148 55.7728 54.8405 61.5458 23.296 31.3398 12.808 39.8167 15.102 15.876 8.12045 6.13089 27.5476 28.2116
"Cre03.g181900" 4.21291 4.63604 3.70948 3.56109 12.738 16.3835 11.656 5.59283 8.88401 9.39002 3.24067 3.13279 8.19623 3.30571 4.76714 6.70169 2.36069 1.60954 2.85615 2.02624
"Cre03.g182100" 3.05838 3.7541 3.48172 3.20734 2.52816 2.69921 2.32896 5.08039 4.03097 3.61885 4.77589 3.61618 3.38733 1.7103 3.77817 3.755 3.12119 5.74663 2.63881 3.87181
"g3775" 116.59 115.747 81.5907 136.445 114.17 94.1 122.272 177.781 148.708 135.611 21.567 119.712 53.4027 17.693 133.746 105.904 154.937 67.4385 221.027 208.829
"Cre03.g182350" 20.2023 24.2348 24.2575 21.7045 12.2192 13.0732 14.7001 13.7527 14.0078 14.1878 13.3537 19.4884 21.9118 20.9336 24.6301 20.5502 16.9978 17.716 13.2114 13.0513
"Cre03.g182400" 1.95131 2.33562 1.80488 1.7022 2.06062 2.86452 2.53246 2.13564 0.818698 0.538664 1.05873 1.60612 1.12385 0.326512 1.50694 1.80576 0 0.591343 3.30312 2.29845
"Cre03.g182450" 56.8019 36.0498 44.0313 60.3 28.6713 22.9332 24.1816 46.8877 52.114 53.2259 45.9497 44.3195 26.4411 44.8828 40.8485 42.351 57.2648 37.3253 45.4714 52.3329
"Cre03.g182550" 1.2174 1.53014 1.22625 1.11353 0.988312 1.24694 0.909326 0.88297 0.712814 1.71428 1.37787 1.60674 0.689102 1.31052 0.689926 0.615658 1.50956 2.7645 1.3718 1.3716
"Cre03.g182650" 4.9499 4.65389 4.60645 5.30398 7.20084 10.2325 9.08761 6.90342 10.6272 13.4368 9.91204 8.90747 4.07671 9.68054 4.80706 5.01841 6.46814 11.1952 6.33738 7.23017
"Cre03.g182750" 12.0732 12.9324 14.4334 10.9336 31.4502 47.6828 26.0738 18.237 22.0844 27.75 21.5572 26.1121 16.5447 19.3541 15.1873 10.1222 0.955094 8.49134 15.2761 16.5552
"Cre03.g182900" 65.9588 47.7282 37.4844 74.144 88.0082 86.6442 90.0401 92.2228 71.2993 73.1758 104.473 61.1022 97.7545 105.961 105.754 82.4429 54.8848 58.8679 52.8872 53.8653
"Cre03.g183050" 207.088 118.468 118.971 184.003 111.985 116.559 117.922 220.497 228.121 257.195 89.6427 161.225 90.6387 172.631 163.532 114.839 488.504 371.375 225.015 221.524
"Cre03.g183150" 8.58362 8.68618 6.13934 5.87699 10.6342 12.5408 11.6289 9.59072 8.90697 9.05436 7.59495 8.2253 10.7543 8.71667 6.72733 9.80454 2.19353 9.92691 5.5718 5.80115
"Cre03.g183300" 54.1096 107.289 38.4618 60.2773 100.873 108.319 118.024 38.7841 42.3904 46.7609 46.4039 80.5473 67.3135 71.5591 43.5003 42.8827 347.039 119.998 68.2128 60.8407
"Cre03.g183350" 0.975408 1.40623 2.82738 0.905069 1.58931 1.52938 1.23856 0.947693 0.580678 1.36278 1.82535 2.52203 1.55327 2.07095 2.03837 3.60251 0.446703 2.48045 0.917005 0.657309
"Cre03.g183400" 35.1926 40.5904 36.0244 37.1425 18.2839 10.2342 20.7158 30.0507 24.1243 16.3593 8.37798 23.5497 11.2203 4.75093 30.0176 21.9199 11.1742 7.23402 31.0792 35.1736
"Cre03.g183550" 2.97609 4.7635 5.13764 3.20128 1.69454 1.9875 1.08357 6.04329 3.82278 2.86691 0.381807 9.05147 1.89871 0.803883 6.84776 13.9653 0.156004 0.0474074 2.78509 2.21128
"Cre03.g183650" 2.47725 3.12325 4.02373 2.43224 2.96445 2.86342 2.3276 2.39264 3.69357 4.29081 4.61318 2.95737 3.21931 1.60717 1.82963 2.47109 1.11969 0.929399 1.82548 1.9469
"Cre03.g183900" 80.5368 27.8361 43.4713 73.304 31.6096 23.4086 39.0487 71.5866 53.8887 31.7598 24.8442 36.3938 9.28869 29.0456 44.3177 31.6158 4.79217 5.74927 48.1055 47.6877
"Cre03.g184050" 1.55554 1.23935 0.743193 1.36685 1.9415 2.02073 2.22951 2.03338 0.985091 0.819122 2.10981 1.32281 1.1287 1.43664 1.22436 1.43105 0.414995 0.601679 2.32603 1.6207
"Cre03.g184150" 10.3597 10.1947 10.4978 10.5884 13.7003 15.1402 14.5951 12.3249 14.7413 17.3659 12.6629 17.0086 8.87648 20.8052 11.5658 14.2624 10.1018 12.4086 8.85682 10.3497
"Cre03.g184350" 3.8674 4.21978 3.40767 3.86617 4.72401 4.0037 4.23696 4.15136 3.31191 2.91809 4.70168 4.03707 3.19289 3.02732 3.09792 2.7967 1.91544 4.39859 3.08845 2.43924
"Cre03.g184450" 23.1404 21.6738 18.4863 22.1947 39.2796 44.1252 44.244 26.8057 19.0615 17.2915 51.0494 39.4232 29.3342 20.0002 22.4193 18.0391 10.7176 18.0358 15.5737 16.3049
"Cre03.g184600" 10.9796 10.5901 10.2329 10.2691 14.0119 10.4491 15.3859 11.88 10.8442 11.6228 9.74075 13.1534 8.03574 5.2665 10.2104 8.73128 6.88957 11.4937 11.3651 12.6038
"g3828" 37.1165 50.9387 27.1866 41.7439 15.567 19.2522 17.8541 32.1237 46.0061 42.3752 37.9491 57.2117 46.2822 39.7417 58.8896 57.5412 37.699 41.4618 32.6367 32.5905
"Cre03.g184850" 7.15726 11.1126 8.67213 7.14655 10.3998 10.6546 9.72102 6.97064 4.04352 3.36596 11.9377 10.1269 12.9828 8.6834 10.4365 7.05187 13.1683 13.2219 5.92569 7.38527
"Cre03.g184900" 4.46759 2.74923 4.60834 4.40126 1.45403 1.30174 1.15283 1.94424 2.17484 3.25478 2.87393 1.93548 1.16901 4.26481 1.5198 1.92692 1.36575 1.40552 4.14649 3.50046
"Cre03.g185050" 20.2011 15.5322 12.0083 13.6672 18.6618 22.7398 20.9446 17.1092 19.1876 15.567 11.371 15.3121 22.5964 15.2113 17.7864 15.4057 0.466598 4.73386 8.13761 9.23294
"Cre03.g185150" 9.93764 16.2877 7.47234 8.9912 10.5598 12.965 11.4398 6.20835 7.90729 6.32337 5.31198 5.83703 10.2999 8.48087 6.79463 7.88402 6.52223 7.3466 4.52179 4.22149
"Cre03.g185200" 25.6437 21.2902 19.5534 27.9942 25.1568 21.1431 25.8283 31.7846 33.6087 32.128 31.1402 36.8117 26.1588 36.0615 24.9779 18.7978 13.7292 14.4229 20.5592 20.4605
"Cre03.g185350" 0.302485 0.526532 0.697842 0.259554 0.296935 0.362233 0.216125 0.286368 0.377282 0.570125 0.38389 0.912255 0.248859 0.503612 0.42341 0.714944 0.100625 0.360343 0.433191 0.49285
"Cre03.g185500" 15.5856 9.45901 12.7916 16.905 10.3845 10.3535 10.9612 13.1336 10.191 9.52309 16.0247 20.5128 13.1117 14.521 14.1238 13.6457 16.1341 19.6506 16.6152 15.3921
"Cre03.g185650" 10.4251 12.6568 7.72237 7.79896 9.58584 12.8624 10.6153 11.829 13.6837 10.63 4.22194 5.9129 9.55882 7.77786 7.38044 9.56918 4.86925 6.59698 6.42134 5.66219
"Cre03.g185700" 0.305998 3.13213 1.07734 0.513654 1.43997 0.980718 1.45899 0.368413 0.763986 1.61818 2.12445 0.565943 1.23794 1.01026 0.200323 0.320982 0.564662 0 0.255907 0.119312
"Cre03.g185850" 22.8494 10.1411 10.4567 27.0207 50.4933 48.8984 58.0611 40.5172 39.2046 28.6457 24.3843 26.2319 21.3169 28.955 16.652 11.6131 6.19684 12.8156 38.7148 33.895
"Cre03.g185900" 0 0.0524662 0.0452988 0.0544476 0.262165 0.0636967 0.216644 0.12668 0.0389987 0.0651251 0.0422455 0.0224902 0 0.0711089 0.0948034 0 0.126306 0 0.177622 0
"Cre03.g186000" 28.7269 22.6062 26.2639 29.0324 14.122 8.19025 14.234 23.4104 17.1084 10.8531 9.08348 19.9203 8.46208 1.41684 21.2422 16.4062 7.08174 5.4096 15.4105 14.4789
"Cre03.g186200" 32.6232 24.3846 24.8655 32.162 41.8898 64.1038 39.6227 32.1626 41.7906 60.9515 28.8327 28.5485 23.9554 116.996 18.2837 22.5942 50.6988 79.7318 47.3985 44.762
"Cre03.g186300" 9.44699 14.1652 6.48066 7.16018 11.0619 15.1496 12.828 8.27008 9.72969 10.316 8.47549 6.90068 16.2189 8.90589 9.31106 9.14706 7.03478 6.75587 6.78026 5.42831
"Cre03.g186500" 4.41609 5.46757 4.45698 5.0023 3.35833 2.74973 3.47406 4.32463 3.98925 3.38124 3.58591 4.54785 4.65044 7.47818 5.36282 8.75634 2.35682 5.12996 4.66007 5.34923
"Cre03.g186650" 11.2008 9.36008 8.11616 13.297 8.3558 6.03479 7.43017 11.3475 9.67157 8.21898 8.62077 5.81688 4.97492 8.42087 7.14031 4.06998 0.920826 2.12966 5.75988 6.66196
"Cre03.g186700" 0.286344 0.495338 0.384609 0.443719 0.223719 0.180964 0.107704 0.353144 0.137263 0.226643 0.0478191 1.74022 0.315253 0.186192 0.853381 2.70918 0 0.0685264 0.0876532 0.163152
"g3870" 0.0274351 0.00710042 0.00583293 0.0461935 0.184922 0.330514 0.144392 0.0707833 0.0427728 0.0359216 0.176392 0.0562457 0.0820036 0.047678 0.071503 0.0782814 0.000135225 0.000801413 0.0152818 0.0748592
"Cre03.g186900" 8.89408 10.9927 5.74149 8.16378 14.9802 20.2237 13.5691 9.3163 7.86237 11.6775 16.6791 15.0943 8.65244 22.2887 9.05226 9.8736 10.8768 11.4859 10.4318 10.589
"Cre03.g187050" 6.54136 4.79107 9.77094 7.44533 1.91835 1.69002 1.65506 4.21021 8.1287 7.23069 2.39158 4.08352 0.516597 1.24152 3.07851 2.80028 1.32953 3.81916 5.33984 5.39806
"Cre03.g187150" 10.523 8.53939 9.61099 10.6695 17.8932 14.9509 23.0913 9.02529 8.30635 6.1393 44.2632 18.6622 20.031 26.8626 13.0636 12.2156 0 1.11265 6.49408 5.55017
"Cre03.g187250" 21.9427 59.5791 23.4051 14.994 61.6251 73.5873 57.2258 17.0669 15.8726 18.2364 38.905 29.2442 286.942 71.5528 72.616 57.7754 41.0659 36.8874 13.3494 15.1656
"Cre03.g187400" 2.50352 2.75834 2.70665 1.56023 2.5375 2.68021 3.06094 1.87136 2.30926 2.52606 6.32524 2.81015 5.32166 4.11288 2.12021 3.37706 1.51445 5.1233 1.27566 1.05496
"Cre03.g187500" 3.59659 4.50139 4.61091 3.09925 19.8031 18.3875 19.6156 3.91469 4.48487 4.99124 54.9247 35.7813 14.2866 16.4449 10.269 11.9072 11.3597 18.9459 3.56948 3.87788
"Cre03.g187550" 3.79453 1.85014 3.34114 3.05135 1.59162 1.0948 1.50207 1.69101 0.605115 0.721315 3.04231 2.00578 3.41955 3.62303 2.76897 3.30594 6.10636 2.31546 1.68766 1.91789
"Cre03.g187750" 1.85419 2.6723 7.31815 2.66098 4.17728 4.61852 5.31023 1.96681 1.32633 2.22428 6.74293 6.89501 3.17308 4.51813 2.53071 5.62386 5.85823 4.30482 2.33781 2.49481
"Cre03.g187800" 0.0370693 0.105663 0.180148 0.0253139 0.214705 0.0292658 0.0250589 0.0766121 0.0624725 0.113468 0.000992571 0.221092 0.0447802 0.102616 0.231661 0.470793 0.0818975 0.00720788 0.29286 0
"Cre03.g187850" 1.74983 1.73366 1.1433 1.25814 3.61358 4.56992 2.62549 0.818497 0.662386 0.365064 10.4379 4.49646 6.40844 7.92131 1.06444 2.7523 0.775007 6.28126 1.98661 1.34296
"g3893" 8.1834 3.64986 4.84002 6.95493 7.16777 7.06386 6.80961 5.72295 6.71973 5.99912 4.14599 4.29447 8.04569 8.025 6.93876 11.2089 0.00223722 0.0678899 1.68758 2.21859
"Cre03.g188000" 16.705 9.44307 11.2803 14.1933 13.1811 14.1863 13.1854 11.1868 15.4547 12.0258 6.28202 6.94074 16.181 17.4869 13.6835 18.073 11.7782 4.96439 9.52484 8.97366
"Cre03.g188200" 11.7416 5.92155 4.44732 13.4677 5.62434 4.51933 6.36615 11.3796 6.80478 3.74896 6.13223 5.64334 2.93378 6.21088 7.45779 6.83558 1.08446 2.00011 7.27656 8.01757
"Cre03.g188250" 223.946 224.789 204.734 204.96 198.375 195.727 200.934 225.76 217.371 233.589 51.9624 162.294 188.497 30.3314 276.783 147.538 288.636 201.41 303.065 304.467
"Cre03.g188300" 5.63101 4.42923 5.16589 4.31028 6.71962 5.55012 6.18723 5.65888 5.40421 5.78209 5.63992 3.72106 4.46812 7.77483 4.19282 4.25589 4.75138 2.66637 4.31784 4.91518
"Cre03.g188350" 1.06106 0 0 0.287496 3.9312 5.47143 4.59792 0.323149 1.44198 1.44246 0 0 0 0 0 0 0 0 2.41926 2.9141
"Cre03.g188400" 9.51104 4.41094 1.99752 2.31374 1.13296 2.19564 1.06694 0.460639 3.08578 3.82607 2.78567 1.32763 5.06053 5.50892 1.91841 3.50959 0.26877 0.498657 0.707709 0.33603
"Cre03.g188500" 34.4987 38.5638 23.6468 34.6617 42.2325 52.5201 44.6815 35.4542 40.9536 47.4095 58.3215 36.0581 42.3048 149.096 32.811 25.5297 29.2272 50.0792 36.6969 39.026
"Cre03.g188600" 0.0732073 0.214808 0 0.0884464 0.0312213 0 0 0.00899618 0.0197418 0.0600388 0.0528299 0.0207883 0 0.130315 0.201584 0.512489 0 0 0 0
"Cre03.g188750" 23.3205 15.1192 20.5886 24.6385 19.5811 18.3545 19.3386 23.2279 28.6459 37.6229 32.2648 25.9752 23.6011 23.9852 24.7055 19.6729 28.4503 26.4042 30.867 32.0672
"Cre03.g188950" 5.56506 7.30219 4.52119 6.20893 6.79416 5.48272 6.11198 7.95065 8.0867 8.62519 7.78054 6.78068 4.00361 7.58275 4.99821 5.73757 4.56002 8.22125 8.39778 11.1776
"Cre03.g189050" 9.08561 8.26196 6.51292 10.6491 4.73655 5.06203 4.91115 6.63033 5.40716 5.34359 8.57637 7.71604 4.83001 0.813154 5.63352 5.2266 2.64521 3.93737 15.2575 13.5557
"Cre03.g189150" 66.1599 100.195 52.6121 82.1327 66.2201 77.6316 71.013 63.6936 70.8113 78.4831 99.7814 107.081 88.2976 136.417 97.4487 72.5224 117.947 130.278 88.0363 83.1316
"Cre03.g189450" 60.3844 81.2098 53.664 65.4015 71.2883 76.6798 64.6382 111.137 117.399 133.784 50.7961 72.6801 36.7903 47.7627 53.2039 55.5365 164.884 82.8671 79.4579 82.8785
"Cre03.g189600" 9.45108 6.43411 9.1905 10.4358 6.84876 6.32071 6.19227 6.66935 5.03636 6.08122 8.39408 9.57591 11.1954 14.9467 9.81965 9.88208 3.58493 7.13984 7.34469 8.0345
"Cre03.g189850" 2.9919 2.3031 3.74783 2.376 3.22323 1.92072 2.33491 3.291 5.13316 6.20344 2.10451 2.6147 1.87977 2.89018 2.19944 2.7062 2.08962 3.9409 4.11412 4.70133
"Cre03.g189950" 16.0321 16.8632 16.9828 17.0364 16.0665 12.3138 15.9549 20.2205 30.6208 58.1761 17.87 22.9706 10.6978 12.3567 21.05 23.539 17.8123 22.5772 20.2349 20.6569
"Cre03.g190100" 87.2369 40.8238 55.7256 101.605 61.8901 47.197 71.629 100.472 82.4304 72.2259 82.7675 106.715 27.9124 54.7015 81.4074 59.5491 96.3655 29.5684 86.1334 87.6283
"Cre03.g190200" 7.22722 9.62681 9.62288 6.21732 23.4883 21.7097 23.1367 10.7351 10.9949 11.9613 11.5141 12.5114 9.48128 10.4711 7.74272 9.35365 8.04948 14.5589 12.567 12.8245
"g3939" 0.13287 0.525048 0.0547593 0.11412 0.0626102 0.0493332 0.0351536 0.0962654 0.176915 0.234355 0.694677 0.77353 0.136092 0.0591725 0.113946 0.221499 1.41022 0.841233 0.110724 0.132495
"Cre03.g190400" 32.132 34.6137 19.4302 39.3451 58.8741 63.5276 63.4946 48.3794 41.9952 47.6009 65.9133 43.6169 36.7518 41.394 27.5985 26.7483 47.5463 38.5769 48.5696 51.731
"Cre03.g190550" 3.71928 2.13125 3.12943 3.52784 3.67817 4.094 3.80403 3.38016 3.54574 3.64561 2.89136 3.19028 2.74718 3.59075 3.26917 4.26102 2.36242 2.47777 2.7839 2.87496
"Cre03.g190850" 61.201 83.4552 33.8528 72.3462 98.3953 114.984 95.5555 80.0791 35.9876 24.8855 106.448 54.461 17.3174 75.8537 34.8527 25.5056 32.2512 66.7427 77.4318 81.9577
"Cre03.g190950" 534.145 663.08 389.632 495.532 1260.85 1816.87 1430.79 1045.34 1023.81 1134.26 337.918 608.44 357.031 222.939 373.343 501.786 932.973 783.828 814.929 807.531
