"gene_id" "Cu_deficient" "Cu_deficient_crr1" "Cu_deficient_crr12" "Cu_sufficient" "Fe_deficient_Min" "Fe_limited_Min" "Fe_repleted_Min" "H2O2_t0" "H2O2_t05" "H2O2_t1" "N_deprived" "N_repleted" "S_deprived" "S_deprived_ars11" "S_repleted" "S_repleted_ars11" "singlet_4A" "singlet_sor1" "TAP_recipe1" "TAP_recipe2"
"Cre01.g044750" 197.859 487.093 344.469 154.568 1045.99 1186.5 1029.23 313.036 287.744 307.078 628.103 290.797 306.361 705.303 200.024 396.811 245.159 412.363 558.405 546.32
"g1003" 4.65725 2.60094 2.2768 4.27918 6.91615 8.38126 9.36907 3.36922 8.28497 6.87851 4.50281 3.65806 2.46426 3.352 2.83913 2.10773 1.83505 1.38975 2.26177 2.07757
"Cre01.g045050" 0.116029 0.0954446 0.0831832 0.0464077 0.209075 0.0923509 0.172804 0.0907709 0.127825 0.212711 0.107953 0.0500628 0.069892 0.0588034 0.0449168 0 0.155148 0.203021 0.190621 0
"Cre01.g045200" 4.60074 12.9186 1.59647 29.0702 26.9752 27.6046 57.8239 34.7415 46.2596 78.0856 0.983548 78.6796 45.7041 9.15333 154.363 330.499 12.4446 1.11849 11.9872 10.3669
"Cre01.g046600" 0.725274 1.0301 0.965765 0.810595 0.90583 0.525916 0.804047 1.13863 1.0406 1.16908 1.2753 0.794038 0.213936 0.18533 0.680232 0.961765 0.0748668 0.557891 0.472555 0.618911
"Cre01.g045350" 14.0588 19.912 9.70979 11.3046 12.0234 16.1648 14.0651 14.0881 17.2022 12.099 8.58099 11.9785 11.1412 7.27259 11.74 10.7046 12.0113 5.98621 7.75844 6.64516
"g1016" 0.324589 0.00356466 0.00172874 0.0499319 0.429697 0.149911 0.152008 1.42529 1.46981 1.49485 0.956342 0.835677 1.43226 1.95586 2.53728 2.88404 1.47914 1.91419 1.33925 1.19663
"Cre01.g045500" 2.6465 1.89736 2.02143 2.32585 4.11555 4.31794 4.20131 1.7256 2.10764 1.59535 3.31395 2.48487 4.91379 3.51032 3.44723 4.05508 2.37657 2.63073 1.65843 2.14617
"Cre01.g045550" 118.103 187.903 124.859 142.236 78.5713 68.3831 79.5824 188.154 179.581 174.523 211.495 265.333 159.641 92.3631 184.877 154.32 393.833 282.746 208.651 209.439
"Cre01.g045650" 14.8428 13.0622 14.0484 11.7304 61.7224 73.5198 70.8717 14.6303 20.7041 23.0393 20.8725 24.4917 15.0979 35.9277 9.31775 9.72351 16.6659 14.9249 24.145 21.9857
"Cre01.g045700" 6.67673 12.2663 6.69076 4.54335 8.39045 8.67778 7.50543 8.54697 6.41928 5.40454 15.5716 4.98214 3.39982 0.580467 1.70828 5.76763 2.84218 3.57145 9.33877 9.11798
"Cre01.g045850" 0.946698 0.433671 0.866098 1.3855 1.2827 1.17513 1.22813 1.9258 1.03249 1.02121 3.2171 1.77156 3.97265 2.37721 3.96096 4.96407 0.0971957 0.694363 1.81603 2.35734
"g1029" 0.502066 1.20623 0.68639 0.431368 0.303978 0.319856 0.329978 0.669278 0.457239 0.462216 1.21892 0.471384 1.24991 0.481172 0.960759 1.36221 0.953948 0.784831 0.427276 0.484732
"Cre01.g045950" 4.0879 15.6926 5.13425 2.49532 7.57613 8.41842 7.01533 4.01218 8.55927 7.77027 7.12258 3.56665 5.28719 3.11828 2.83778 4.34818 2.4849 4.68133 4.64245 3.78993
"g1032" 3.23012 1.39671 2.57618 3.04821 2.87505 3.80469 3.46389 2.03566 2.15759 1.7378 2.17298 1.92803 4.96116 3.2175 3.58595 5.37727 1.45945 0.569938 0.96075 1.09554
"Cre01.g046150" 13.1381 10.2103 10.3232 12.5609 6.90449 6.19667 7.38767 9.58381 8.35569 9.29206 7.2393 6.5755 20.9189 16.8187 11.5786 10.3186 9.21593 10.1545 9.46073 10.177
"g1035" 0.8687 0.594093 0.862888 0.870809 0.948827 0.835778 0.866077 0.98 1.75021 1.29883 1.1096 0.807568 1.5735 1.23059 2.13718 1.67634 0.216923 0.0720059 0.931371 0.868752
"g1036" 0.238077 0.638406 0.27522 0.392665 0.544624 0.486841 0.60332 0.355286 0.205924 0.177216 1.05343 0.610784 0.139103 0.092107 0.360752 0.840868 0.101225 0.027654 0.456882 0.211989
"g1037" 0.2476 0.675639 0.253089 0.358439 0.579799 0.45031 0.487911 0.328932 0.196719 0.234091 0.85319 0.663129 0.117403 0.080579 0.281118 0.645733 0.0871085 0.0508941 0.150683 0.29484
"g1038" 0.226969 0.590371 0.236563 0.370277 0.541625 0.428755 0.492028 0.311642 0.186774 0.220584 0.791116 0.634207 0.120965 0.0806355 0.295434 0.69137 0.0870061 0.0505535 0.150621 0.294751
"g1039" 2.57301 2.75929 2.32286 2.48918 1.31152 1.29016 1.47147 1.45693 2.16754 1.86555 0.885996 1.09489 3.90547 1.18128 2.75524 3.27659 2.9666 1.63556 1.68497 1.6189
"g1040" 27.4051 53.7356 36.6167 23.9507 59.3955 62.6133 62.8464 17.6653 20.1392 26.5177 37.6475 33.4345 184.159 59.681 19.3599 28.4889 47.0914 91.7878 63.4489 62.1244
"Cre01.g046850" 15.8558 20.123 19.7541 15.5879 8.20645 8.03142 9.58023 5.52599 9.34925 17.047 10.7514 8.54508 25.5128 17.6092 23.8599 24.8998 20.1918 12.5439 8.41818 8.29892
"Cre01.g046950" 0 0.195279 0 0 0 0 0.064 0 0.137883 0.355268 0.267974 0 0 0.432838 0.0502699 0 0 0 0 0
"Cre01.g047000" 5.74783 10.115 5.47485 6.43622 7.57528 5.96223 6.45052 6.80067 9.53087 10.2517 5.80776 6.28823 4.11904 27.219 5.63729 8.04079 1.97099 5.7752 5.84561 5.27387
"Cre01.g047050" 12.4948 8.47577 13.6996 14.1821 6.10698 6.15912 6.49216 6.32593 6.68211 8.55829 4.65315 6.49553 10.7745 48.8536 15.6913 13.1408 6.53361 18.2006 13.2609 12.1706
"Cre01.g046450" 0.199933 0.567295 0.203009 0.346904 0.533496 0.382285 0.48282 0.318798 0.167051 0.186768 0.76106 0.538683 0.120562 0.0804836 0.29933 0.656895 0.0864817 0.0500268 0.149941 0.220958
"g1048" 0.154155 0.590316 0.088501 0.227198 0.309268 0.228878 0.266686 0.147724 0.0701762 0.0817529 0.466133 0.371729 0.0883049 0.0346948 0.234483 0.562293 0.120408 0 0.0657414 0.0556405
"Cre01.g047218" 0 0.048292 0 0 0.346063 0.335708 0.463236 0.0998164 0.0255405 0.082008 0 0 0 0 0 0 0 0 0.191927 0
"Cre01.g047229" 10.1206 7.02053 8.19603 9.62866 4.18292 3.8359 4.40313 4.87295 6.45053 9.0841 4.25319 5.84844 8.91211 12.8119 9.40677 11.4753 13.6688 7.6215 6.1799 5.1239
"g1051" 15.1711 10.3963 10.7272 10.4089 8.19653 9.26131 7.69956 10.2488 15.423 12.2459 11.992 46.5918 3.64124 20.2253 4.48843 6.28043 10.1387 6.02556 13.6656 13.5926
"Cre01.g047350" 0.916483 0.977306 1.57631 0.836518 0.881271 1.00461 0.829781 0.831352 0.619304 0.66072 1.67869 0.983456 0.588156 0.450644 0.796629 1.23554 0.571035 1.2358 0.870929 0.597158
"Cre01.g047400" 0.314412 0.932197 1.01848 0.306593 1.29072 1.14418 1.05613 0.320046 0.183906 0.287084 1.07778 0.655657 0.88624 0.251095 0.417769 1.02657 0.0763099 0.246544 0.194348 0.482173
"Cre01.g047500" 2.51252 2.66268 1.77915 2.15793 3.27149 2.2371 3.31271 2.45034 4.19368 3.32187 3.51044 2.50063 1.46758 1.46117 1.22492 1.20009 0.120548 2.14088 1.09223 1.43959
"Cre01.g047650" 1.83367 3.61849 3.02477 1.32991 3.07738 4.40034 3.05682 1.75034 2.24 2.09098 14.6051 6.79158 3.97328 9.44758 2.13699 7.75889 8.21719 0.767096 2.66236 2.35731
"Cre01.g047750" 1758.29 1614.89 1095.47 1824.62 5220.56 6130.51 5611.76 3308.32 2657.05 2756.68 2296.93 1895.58 1302.44 1039.72 1002.13 1138.94 3972.7 4568.42 4675.47 4680.15
"Cre01.g047800" 64.6387 29.8543 94.9998 64.8157 35.4771 83.7375 21.7261 40.7819 33.9491 25.9326 16.6036 33.3826 3.97957 3.2772 43.5222 14.4639 12.3036 4.28781 43.677 46.3751
"Cre01.g047950" 17.5611 25.7332 9.48407 17.8309 22.1274 34.587 28.4993 20.3736 20.8274 23.3907 6.16132 14.355 37.6838 10.4188 24.5739 33.8064 13.103 7.67377 13.8292 12.2329
"Cre01.g048050" 4.26765 6.10358 5.01021 3.41938 4.60411 5.67406 5.30239 5.21177 8.74031 8.69923 9.40772 5.54736 5.16921 69.7256 5.00903 5.68071 3.47176 6.74458 6.90208 5.39213
"Cre01.g048300" 1.67406 1.10246 1.52276 1.97101 0.599686 0.307964 0.704287 0.916373 1.40983 1.14286 1.59787 1.65876 0.406583 0.688428 2.10837 2.51589 1.93114 0.963625 1.61386 1.12857
"Cre01.g048400" 1.81452 2.54534 1.38455 1.57097 1.58754 2.03783 1.45283 1.8294 2.03961 2.22707 5.95483 5.33881 3.24858 3.35079 2.64098 3.84053 0.850305 4.6407 0.929039 0.980489
"Cre01.g048650" 35.7403 16.7022 25.6721 41.8166 72.4511 86.1028 98.1262 43.9158 40.4217 31.8221 74.9214 24.144 18.0083 27.4245 22.3209 13.1262 2.00054 5.48865 30.5836 30.2449
"Cre01.g048950" 74.753 29.3687 39.966 93.9436 29.921 24.712 31.9077 110.061 81.5628 46.526 52.5268 49.2649 19.0503 21.8235 48.6315 32.5131 8.71498 10.6823 55.441 58.1282
"Cre01.g049000" 38.6623 15.7911 25.441 44.4077 35.2739 24.6687 44.983 55.028 42.5764 34.9311 9.47661 33.8447 1.60286 3.05168 21.9 14.0288 5.6674 2.91065 36.5695 35.3478
"Cre01.g049100" 2.19635 2.36576 2.69602 2.38777 3.43109 2.99087 2.84419 2.14912 2.78565 2.53635 4.22784 2.69557 2.36655 1.707 2.43746 2.21137 0.342749 1.08044 2.18755 2.5521
"g1091" 11.4129 9.93156 9.01809 11.3089 27.561 28.2957 28.5757 17.8134 17.1838 14.6781 11.3289 12.3417 16.9435 16.4104 14.0497 7.5991 4.483 7.79655 9.71841 10.9961
"g1093" 0.833661 0.915559 0.709945 0.859306 0.608527 0.539518 0.582324 1.73691 1.2052 1.46586 1.60513 0.575539 1.36925 1.57096 1.03374 0.973897 1.41589 0.411319 0.372963 0.658686
"Cre01.g049400" 11.3788 10.1323 8.0251 11.1492 9.46588 8.27945 9.63812 14.1105 11.2595 8.67872 12.2783 9.6555 8.91431 13.9821 10.2502 7.92511 6.66579 10.7977 10.7529 9.81086
"Cre01.g049750" 6.93686 11.1208 6.81089 7.77279 10.2088 11.2237 12.2308 10.6453 10.3442 8.60218 14.7443 7.8293 5.83872 9.78216 6.81281 5.77896 2.48006 6.41188 8.49051 5.97704
"g1103" 33.9245 5.37876 29.8031 33.7613 17.7643 20.7775 21.8822 23.8502 20.0206 19.4526 1.92379 13.4585 18.0465 12.5024 16.7446 20.7258 83.473 11.9665 22.2978 22.4853
"Cre01.g049900" 32.2745 28.9941 34.5252 31.9799 24.7487 22.614 24.6333 36.8585 45.0658 40.7767 18.1459 29.5024 16.6706 22.8788 30.5887 25.2784 30.5428 46.0287 35.0834 31.6199
"Cre01.g049950" 24.4861 59.6649 27.5284 30.5867 31.4471 50.9749 32.0798 39.4453 25.9596 12.0823 47.5445 41.7049 6.35127 13.7025 22.1398 26.1858 0.556363 0.35934 41.2879 42.1785
"Cre01.g050150" 4.56777 4.10571 3.16217 5.2417 2.6881 2.92877 2.4555 5.11245 7.37466 10.8019 8.34095 6.99424 4.02216 2.92288 4.91122 3.75358 10.2688 7.73861 4.61312 4.61276
"Cre01.g050300" 15.0213 22.3214 14.6745 13.1392 52.9872 71.0263 52.8144 9.84176 11.9218 15.5795 68.5931 41.0916 49.0827 36.0427 25.6124 30.4987 32.6398 38.8572 26.8562 25.3641
"g1114" 10.8974 17.1156 12.3181 9.1007 9.02068 11.2857 8.37065 11.4894 19.0181 19.5644 107.791 22.013 27.4666 26.932 14.8556 19.0457 85.797 34.7468 9.6262 9.23522
"Cre01.g050500" 6.00925 3.96903 4.53675 7.98169 3.96637 3.09987 4.46579 8.38779 5.68912 3.6808 4.89189 5.33361 2.70416 3.75571 5.70538 4.47891 0.372455 0.235405 5.32364 4.71491
"Cre01.g050650" 5.06687 3.23644 2.80382 3.99202 3.77509 5.57883 4.94763 3.05861 3.66551 2.71077 1.59181 2.57004 8.49308 3.97598 5.76173 6.34086 1.45902 2.1963 2.00865 2.07837
"Cre01.g050700" 2.58784 1.9247 2.08001 2.32298 1.45517 1.96799 1.1343 3.17455 1.82517 1.50435 0.338843 5.07755 1.31531 0.493551 2.7907 5.44409 0.116695 0.0232105 3.14962 1.48763
"Cre01.g050800" 0.346099 0.451495 0.584121 0.459685 0.218116 0.264236 0.158484 0.566818 0.308044 0.301632 0.109045 0.915949 0.52377 0.0855632 0.796484 1.4 0.228417 0.1098 0.352303 0.406343
"Cre01.g050850" 27.1493 26.6993 27.9797 26.6637 31.85 32.1667 35.0763 21.8386 20.2632 22.5454 39.6721 38.5544 29.3735 45.6354 34.1099 45.5416 31.8074 35.525 25.407 27.0457
"Cre01.g050900" 5.23817 5.86016 5.11934 5.52491 5.82891 4.77761 6.42766 5.18411 1.24562 0.871956 3.84538 4.6317 3.64089 2.02827 4.99263 4.11369 17.4382 3.79768 4.24381 4.76464
"Cre01.g051000" 13.7897 6.79918 8.88592 14.1656 12.7282 9.99307 12.7504 17.0093 11.5815 7.39627 12.0967 10.7275 5.33355 4.99265 7.44376 5.64766 6.03672 5.37913 12.5231 10.5192
"Cre01.g051050" 6.87182 5.98941 3.10496 5.09665 6.16937 7.2517 7.97431 5.35563 5.02774 4.00301 2.3548 3.48171 5.64703 5.00954 6.13819 5.84352 1.32797 4.59222 3.73989 3.42983
"Cre01.g051100" 22.3435 16.7529 19.7351 24.1691 11.3249 11.3566 10.668 16.6049 15.8506 14.6502 15.704 18.3468 18.1026 23.7096 22.6791 23.6671 14.6321 14.6713 13.6563 12.3223
"g1132" 0 0 0 0.177257 0 0 0.612313 0 0.0649681 0.0551263 0.391013 0.567377 0 0 0.137823 0 0 0 0 0
"Cre01.g051150" 0.395509 0.469697 0.564991 0.473863 0.991117 0.610146 1.22679 0.431506 0.527658 0.593061 1.02002 0.808692 0.561859 0.305882 0.47892 0.815019 0.48213 0.334489 0.309762 0.321048
"g1134" 0.0323337 0.158108 0.065065 0.0303452 0.148691 0.0266825 0.128368 0.0857751 0.0154544 0.0287662 0.211212 0.0888387 0.18924 2.45421e-05 0.141285 0.103143 0.448106 0.0601754 0.0809293 0.0757293
"Cre01.g051300" 3.13519 6.00583 7.50516 3.60839 9.07521 11.2939 7.69526 9.36706 8.00435 5.4618 4.69195 2.89142 6.80432 2.8085 4.73709 5.42748 2.25143 5.86097 6.50875 6.42542
"g1138" 29.8115 27.509 20.0179 29.0122 56.4839 103.831 53.6514 54.6204 77.4364 128.904 19.6561 66.2089 24.2494 44.862 28.5198 27.6619 79.6848 60.4874 73.4497 65.2227
"Cre01.g051461" 4.81245 4.71268 2.65285 5.68417 1.53686 1.62452 1.504 3.42734 3.63342 3.56607 1.82178 2.0077 3.24855 5.82717 4.17592 4.71869 1.34705 2.70273 3.58767 4.46563
"g1142" 0.12868 0.00496882 0.0519745 0.0696991 0.571129 0.586827 0.396595 0.301277 0.340392 0.287284 0.374866 0.227609 0.515035 0.605742 0.510688 0.229039 0.73605 0.710386 0.671365 0.709744
"Cre01.g051550" 3.30478 4.36142 3.82989 2.91919 5.51631 4.70289 5.03919 2.57747 2.38344 2.34774 6.71369 5.66001 6.63543 3.5461 4.95607 4.08739 0.69675 2.94757 2.2082 2.79896
"Cre01.g051600" 0.952599 2.09633 2.98934 1.30893 3.20702 5.6678 2.36763 1.61345 2.35151 5.40584 4.14408 7.22646 2.5367 5.18934 2.62977 3.84359 3.6808 4.41222 2.6611 2.71462
"Cre01.g051700" 4.45423 3.81199 3.93388 4.03951 5.59584 6.18743 5.90973 3.21427 2.63945 2.594 6.03493 4.65633 6.08256 6.53367 4.17733 4.58838 2.37794 5.40146 3.10209 2.55746
"g1147" 6.8999 2.82386 4.42926 6.75659 10.774 14.1283 12.1718 4.233 4.91439 4.92982 4.58866 6.88188 10.7094 4.00626 9.09687 8.56578 2.06846 1.84049 3.00317 2.56652
"Cre01.g051885" 153.892 240.705 183.21 156.65 137.908 142.899 126.809 181.255 162.014 141.993 132.572 161.851 143.052 148.142 163.12 112.208 587.087 362.239 234.506 232.217
"Cre01.g052000" 21.5633 24.3528 20.0818 27.6043 50.8555 48.8635 54.9817 30.2704 24.9084 24.6237 34.2011 41.9209 37.9149 25.6521 28.9716 21.4695 60.2489 34.9483 32.6965 29.8365
"Cre01.g052250" 47.6327 49.506 45.3837 54.6785 44.6367 32.7596 46.3127 84.5399 85.3616 80.2041 17.7054 50.1053 38.1045 16.8485 51.3177 36.6516 61.5357 29.574 67.7879 65.2933
"Cre01.g052300" 4.34399 4.82344 4.13974 4.49057 3.90401 4.13892 3.39279 4.12202 4.06037 4.5094 6.01708 6.05369 4.5084 5.59694 7.33532 7.28666 4.75212 4.14345 4.09617 4.06685
"Cre01.g052350" 19.144 16.4425 15.143 23.0143 8.20701 7.4978 7.90275 10.6513 10.9817 15.7458 10.2912 12.1686 15.0885 18.5906 20.0746 13.0777 19.1402 13.757 10.8928 11.7037
"Cre01.g052400" 14.1834 9.64115 12.0806 14.5441 13.2346 11.3508 14.1433 14.5351 10.8854 12.1705 5.7045 11.1966 4.2641 9.10041 11.0426 6.31053 20.6679 16.0326 15.2373 13.2065
"Cre01.g052550" 5.57387 3.55443 3.78879 5.59893 8.00332 9.69598 9.45583 5.43003 6.56204 5.90482 7.27626 6.12461 5.87769 9.40738 5.37112 5.28052 1.76659 2.88117 6.43044 5.33182
"g1165" 6.32014 2.97967 9.9072 7.37775 4.45796 3.2568 4.98546 3.39907 2.30102 1.25846 6.81573 6.32348 4.82861 7.52261 5.09953 7.99939 1.41226 4.73084 5.72474 7.05556
"Cre01.g052750" 1.66692 1.02891 2.23344 1.54037 2.5187 2.58802 2.37013 1.45667 2.12643 1.56056 1.03162 0.915787 3.32568 1.31529 2.22895 2.39979 0.267254 0.362519 1.23814 0.821551
"Cre01.g052850" 0.0382569 0.0768993 0.0983371 0.0403921 0.0345761 0.0187808 0.0243747 0.0305242 0.0145323 0.0287877 0.0410833 0.0441675 0.0877661 0.170087 0.078886 0.599501 0.0302228 0.0288782 0.0054057 0.00464628
"Cre01.g053000" 66.7484 26.4703 13.5335 54.3065 24.1619 36.837 38.8504 16.2577 75.582 76.389 1047.29 67.95 18.8512 82.7275 26.5932 25.2522 33.2306 11.0603 34.0192 34.865
"Cre01.g053050" 1.22539 1.57723 1.27399 1.34106 3.1756 3.52025 3.28244 1.33622 1.05289 1.14541 3.3689 2.09367 2.27564 1.68512 1.648 3.23472 1.79305 0.438386 2.0201 0.598659
"g1174" 7.66482 3.16591 16.0654 4.59081 1.22266 1.53121 3.6146 2.74626 9.15324 8.84545 32.5499 1.74933 3.61554 6.09631 15.8122 9.30736 0.311913 0.56054 1.82977 2.30313
"Cre01.g053300" 2.81649 1.91016 2.11909 2.4605 2.14567 2.00751 2.15601 1.33168 1.96726 2.86577 5.39623 2.21413 3.49566 20.31 2.3627 1.30951 4.38244 8.99945 1.90866 1.30042
"Cre01.g053500" 6.86962 12.9151 6.00054 7.04763 10.8732 11.0882 12.2798 10.7472 10.3452 10.6186 10.0477 14.5535 13.6056 9.5531 9.43873 8.86396 9.1073 7.93856 7.9084 9.33629
"Cre01.g053600" 6.23598 5.71439 5.37642 7.2404 4.24668 5.69035 3.88705 9.27362 9.34557 9.30775 6.70885 5.49489 5.98624 5.64462 4.76102 3.9114 3.186 3.78375 4.63104 5.94314
"Cre01.g053700" 0.168066 0.150271 0.187057 0.150852 0.23408 0.214085 0.333793 0.0558037 0.405474 0.493269 1.14712 0.0325348 0.445116 0.0135533 0.0524449 0.0453631 0.0211424 0 0.0952226 0.0296195
"Cre01.g053800" 0.79572 1.69826 1.49233 1.26972 0.641819 1.03151 0.317784 1.69851 0.821746 0.701157 0.167538 3.19413 0.71382 0.104375 1.73785 3.59427 0 0 0.883696 0.618763
"g1191" 3.92288 5.04336 5.00741 3.21263 6.36318 6.25001 7.16954 4.20289 4.01213 3.20765 4.86436 3.6766 5.73043 3.73708 3.60971 4.90093 3.24587 6.40743 4.0299 2.9702
"Cre01.g053950" 3.67309 8.7996 8.66871 4.9913 22.1188 28.2365 28.7248 8.30571 11.4035 13.2803 33.1613 39.3142 26.2096 57.6149 14.7476 26.2403 47.1669 72.1058 18.9513 20.4634
"Cre01.g054050" 39.5395 47.2079 31.8243 40.6991 89.9028 88.4879 109.664 42.3438 33.8051 28.6934 61.7853 54.4605 42.0195 74.519 34.3152 32.7812 25.7425 26.5135 35.2589 36.7716
"Cre01.g054150" 26.0315 17.3922 30.764 28.1182 27.6338 24.2373 34.064 27.6122 26.8475 24.1409 17.4433 29.0199 19.1275 31.4352 28.161 19.0172 19.2306 33.0884 33.6182 33.9424
"Cre01.g054200" 8.01569 8.48442 4.30741 8.00461 17.2615 21.2238 17.7146 11.3038 15.1325 23.4358 9.63822 20.9743 17.9187 43.0248 14.1076 11.7743 18.7494 25.5105 10.3068 11.2846
"Cre01.g054300" 1.59025 2.95279 2.52216 1.6048 4.67295 4.86443 4.91779 2.17085 3.59879 4.20739 3.95108 4.21278 3.37042 4.06752 2.43059 3.54522 2.94528 2.0566 2.88591 3.39559
"Cre01.g054350" 12.6114 3.25654 9.36999 10.8887 5.58064 4.84712 5.34746 13.1667 11.6741 14.844 2.51451 6.50155 8.74438 21.536 9.77715 10.6475 34.2217 23.4548 12.5914 13.1389
"Cre01.g054400" 16.235 14.2186 11.9855 13.4083 12.0201 16.1265 12.122 15.4671 14.9612 17.4088 11.8029 18.4697 3.92907 6.18768 6.66047 6.12547 27.8955 21.835 20.425 14.1173
"Cre01.g054600" 1.37233 0.975341 2.13428 1.41041 3.46192 3.63867 3.29338 3.52995 4.33378 3.2734 0.306662 1.09282 2.33739 0.916045 2.27533 3.10972 0.827268 1.67918 1.79551 1.84999
"Cre01.g054700" 11.6655 14.5479 13.2862 12.3434 9.54198 7.74299 10.0706 13.4975 8.72352 5.12968 5.29685 8.90386 15.9648 10.2136 14.3944 12.4055 10.3049 8.71722 16.6241 15.5742
"Cre01.g054750" 2.52309 2.08374 1.86172 1.96768 1.86175 2.69989 1.49022 2.2371 7.87923 6.29452 4.88574 1.47729 1.44209 0.772225 0.652147 0.933165 0.178769 0.216916 1.21115 1.73945
"Cre01.g054900" 3.02255 2.2761 3.64434 3.39636 1.62562 1.80127 1.50902 2.31825 3.63144 2.83354 2.87393 2.49113 1.72932 3.02471 3.4644 3.89358 1.23678 1.48797 2.64375 2.5752
"Cre01.g054950" 2.54389 3.03187 2.80033 2.7202 2.03464 1.56787 2.25741 1.49601 0.662651 0.981939 2.03793 2.08478 3.56868 3.49539 3.26813 2.62846 4.44066 2.07252 1.92705 1.79873
"Cre01.g055000" 91.7642 17.5485 27.8509 61.1125 13.5597 12.6343 15.301 23.5124 21.9447 17.5821 11.2916 12.324 31.1916 90.9625 30.2106 24.0888 7.05081 12.2837 19.734 19.452
"Cre01.g055100" 1.34943 4.13193 3.12715 1.88399 1.86895 3.01082 1.54773 3.53148 3.62835 2.60773 0.297112 3.57116 1.8123 1.49009 1.62302 1.19063 0 0.148414 0.750015 1.20118
"Cre01.g055314" 1.88054 2.06332 1.38536 2.01293 3.30999 4.13673 2.78984 1.38153 1.38617 1.44663 3.29476 1.59496 16.4553 22.8455 16.7341 12.1812 1.83427 20.1802 2.02329 1.09929
"Cre01.g055350" 0.259453 0.113126 0.346805 0.371503 0.280773 0.151844 0.269353 0.179785 0.209435 0.201524 0.32196 0.167034 0.156036 0.174003 0.234124 0.337687 0.122748 1.1245 0.036422 0.135915
"Cre01.g055450" 3.41123 5.96025 5.66109 2.28967 2.18501 1.33135 1.59988 1.34617 2.6409 2.35561 4.82691 2.86342 9.80755 7.25978 2.53205 3.11428 6.0122 5.45733 1.71275 2.29597
"g1226" 21.2304 17.069 19.7946 25.3112 12.3853 7.86445 11.1146 18.2248 20.6974 23.4024 9.57574 11.7349 16.3648 17.7576 19.0283 18.7086 16.6339 10.4324 12.2295 16.4096
"g1227" 78.8987 65.4434 58.5217 87.5513 67.6586 71.0047 68.8409 95.4861 68.4787 71.9073 78.6499 105.877 65.8532 41.7569 72.211 64.8001 82.1565 48.2168 63.0431 61.9174
"g1228" 0.62791 1.64109 1.18991 0.710603 2.65753 2.70497 2.16097 1.07126 0.453056 0.391955 1.99309 2.01284 1.43828 0.781583 1.77246 0.903991 1.46702 1.28161 1.94906 1.36238
"g1230" 5.84922 6.19481 6.80195 5.28654 8.79393 8.8653 9.19987 5.9985 5.88354 4.66377 8.60141 7.86562 7.39947 6.81024 5.65103 7.35549 8.57645 10.0634 6.45078 7.17239
"g1232" 0.000489912 0 0 0 0.0159527 0 0 9.42985e-05 0.00907921 0.0253312 0.201485 0.000296974 0.0545035 0 0.000877618 0.000892351 0 0.00375103 0 0
"g1235" 67.3372 36.2265 49.5129 75.9536 52.656 47.5298 59.408 90.4238 78.117 59.4166 41.2841 54.7817 38.8144 33.9684 54.5432 30.7063 28.8222 32.497 67.4283 69.5114
"g1239" 5.13866 1.17704 2.58569 6.76253 0.908182 0.247921 0.706409 2.6715 4.05075 2.17801 1.14698 2.95869 0.234102 0.328304 2.92188 2.06057 0.486225 0.283893 2.02158 2.05095
"g1240" 0.0619259 0.061035 0.0299418 0.186397 0.0363242 0.00767375 0.0465862 0.0660666 0.0776404 0.0702389 0.0550384 0.0808445 0.0307886 0.0514489 0.100678 0.162165 0.0234854 0.0218832 0.0735616 0
"g1244" 0.691218 0.531523 0.832687 0.768355 0.175833 0.135734 0.0862728 0.690414 0.482197 0.458508 0.0446871 0.932616 0.746068 0.266336 2.02231 4.2078 0.110431 0.0777988 0.509117 0.540437
"g1245" 2.63548 1.33642 3.61602 2.54376 0.711769 0.526769 0.690408 0.771718 0.526316 0.720593 3.06022 1.9546 3.41892 3.26417 2.69551 3.6852 0.42272 1.2346 0.903803 0.919624
"g1248" 4.62639 2.88339 2.89116 4.81504 3.21451 2.35541 2.47094 4.64957 2.65253 1.33262 2.6467 2.02444 1.70105 3.90332 3.25195 2.80706 0.087821 2.08349 3.4413 3.89152
"g1249" 0.0536283 0.532454 0.173789 0.0651147 0.11222 0.0543976 0.0533074 0.027199 0.0320954 0.150561 0.0341585 0.00809469 0.481068 0.0441137 0.128974 0.0545187 7.37676 3.83026 0.114602 0.118168
"g1251" 0.0473547 0.0425431 0.0377924 0.117505 0.826262 0.634299 0.48673 0.752428 0.66001 0.69251 0.541454 0.521286 0.775122 0.474637 0.541246 0.402915 1.48948 1.00696 0.924534 0.510169
"g1253" 32.4737 19.9122 25.7582 35.2637 12.0894 10.1117 11.6282 17.95 18.3131 19.7245 16.9684 21.4748 23.4465 30.4032 32.799 24.0779 17.7249 12.2333 19.4639 21.1689
"g1254" 11.8728 6.67616 9.80161 10.2606 13.2116 10.2761 14.8874 9.33576 7.62494 7.38529 9.30237 10.2446 10.6351 9.7344 9.56806 7.97245 8.28452 9.30458 11.4648 9.97149
"g1255" 6.74205 4.07793 6.97999 6.58705 5.65587 4.56893 6.18508 3.88699 2.88529 2.45549 5.15336 3.70748 15.556 17.3452 11.9077 10.3814 5.06236 4.30403 5.79065 4.86547
